1101	 29	 12	 1
1102	 31	 28	 23
1103	 27	 17	 32
1104	 13	 33	 46
1105	 8	 40	 9
1106	 22	 34	 13
1107	 3	 25	 3
1108	 29	 10	 47
1109	 25	 12	 34
1110	 43	 30	 24
1111	 2	 30	 20
1112	 25	 5	 21
1113	 50	 14	 36
1114	 44	 16	 35
1115	 19	 23	 20
1116	 25	 1	 35
1117	 4	 20	 22
1118	 41	 4	 16
1119	 1	 0	 18
1120	 42	 11	 48
1121	 10	 45	 13
1122	 13	 39	 21
1123	 17	 23	 29
1124	 40	 26	 13
1125	 40	 14	 2
1126	 3	 0	 39
1127	 28	 48	 23
1128	 16	 47	 19
1129	 7	 18	 42
1130	 42	 22	 40
1131	 42	 17	 33
1132	 10	 48	 16
1133	 25	 4	 31
1134	 5	 14	 30
1135	 47	 22	 30
1136	 49	 30	 18
1137	 3	 3	 50
1138	 10	 15	 18
1139	 39	 40	 42
1140	 46	 26	 36
1141	 47	 22	 46
1142	 10	 37	 46
1143	 45	 18	 46
1144	 44	 28	 47
1145	 22	 21	 39
1146	 30	 11	 15
1147	 11	 17	 5
1148	 8	 2	 5
1149	 28	 2	 9
1150	 50	 22	 6
1151	 2	 13	 2
1152	 21	 20	 48
1153	 28	 37	 18
1154	 16	 28	 25
1155	 22	 17	 4
1156	 30	 9	 44
1157	 35	 19	 49
1158	 1	 42	 9
1159	 22	 48	 5
1160	 16	 28	 14
1161	 22	 36	 47
1162	 30	 44	 24
1163	 2	 17	 9
1164	 33	 4	 9
1165	 2	 32	 7
1166	 35	 2	 29
1167	 22	 41	 15
1168	 40	 19	 19
1169	 6	 46	 30
1170	 16	 42	 1
1171	 41	 12	 23
1172	 4	 14	 31
1173	 27	 38	 23
1174	 28	 42	 11
1175	 3	 49	 42
1176	 31	 38	 10
1177	 47	 9	 35
1178	 48	 37	 43
1179	 42	 39	 46
1180	 26	 37	 50
1181	 44	 38	 36
1182	 24	 27	 49
1183	 39	 34	 2
1184	 12	 4	 25
1185	 10	 18	 29
1186	 2	 42	 10
1187	 19	 38	 18
1188	 37	 19	 11
1189	 32	 7	 9
1190	 25	 37	 49
1191	 13	 25	 35
1192	 9	 45	 30
1193	 32	 13	 47
1194	 27	 2	 4
1195	 42	 31	 31
1196	 19	 40	 9
1197	 40	 48	 36
1198	 19	 30	 22
1199	 33	 14	 44
1200	 17	 44	 18
1201	 21	 22	 47
1202	 31	 6	 48
1203	 46	 35	 5
1204	 18	 44	 15
1205	 27	 40	 16
1206	 38	 8	 43
1207	 16	 33	 50
1208	 39	 26	 22
1209	 24	 13	 49
1210	 36	 33	 4
1211	 14	 43	 39
1212	 26	 1	 1
1213	 6	 31	 17
1214	 49	 40	 50
1215	 1	 47	 33
1216	 20	 3	 12
1217	 29	 17	 50
1218	 4	 23	 16
1219	 2	 25	 13
1220	 45	 10	 16
1221	 28	 19	 45
1222	 31	 43	 29
1223	 11	 27	 40
1224	 18	 26	 20
1225	 20	 27	 9
1226	 50	 8	 28
1227	 22	 16	 19
1228	 47	 13	 16
1229	 12	 8	 23
1230	 18	 6	 46
1231	 40	 5	 38
1232	 8	 19	 27
1233	 23	 38	 36
1234	 26	 5	 49
1235	 22	 49	 24
1236	 13	 49	 9
1237	 36	 20	 5
1238	 48	 27	 5
1239	 21	 16	 38
1240	 1	 2	 3
1241	 35	 17	 7
1242	 12	 41	 41
1243	 23	 45	 20
1244	 5	 49	 4
1245	 17	 18	 22
1246	 3	 28	 40
1247	 19	 36	 35
1248	 27	 23	 27
1249	 11	 0	 13
1250	 30	 42	 4
1251	 16	 27	 43
1252	 18	 22	 6
1253	 26	 20	 1
1254	 17	 38	 23
1255	 25	 11	 2
1256	 50	 46	 42
1257	 47	 16	 26
1258	 39	 7	 42
1259	 48	 4	 32
1260	 44	 2	 6
1261	 31	 38	 18
1262	 17	 37	 12
1263	 30	 5	 36
1264	 48	 39	 48
1265	 46	 25	 29
1266	 42	 11	 37
1267	 34	 16	 39
1268	 19	 41	 41
1269	 4	 8	 27
1270	 41	 25	 33
1271	 32	 32	 42
1272	 37	 27	 22
1273	 14	 33	 19
1274	 10	 2	 40
1275	 3	 3	 39
1276	 13	 45	 45
1277	 40	 0	 34
1278	 20	 35	 19
1279	 17	 37	 39
1280	 45	 35	 29
1281	 25	 44	 43
1282	 4	 19	 50
1283	 29	 30	 23
1284	 10	 48	 46
1285	 16	 23	 28
1286	 44	 29	 7
1287	 46	 4	 7
1288	 4	 13	 3
1289	 23	 7	 13
1290	 47	 35	 37
1291	 29	 42	 45
1292	 3	 8	 8
1293	 11	 20	 24
1294	 43	 20	 46
1295	 31	 38	 18
1296	 37	 38	 25
1297	 39	 19	 29
1298	 37	 4	 30
1299	 20	 9	 40
1300	 44	 43	 26
1301	 24	 49	 9
1302	 50	 36	 39
1303	 29	 19	 7
1304	 21	 9	 5
1305	 19	 28	 32
1306	 28	 10	 37
1307	 27	 12	 50
1308	 27	 21	 31
1309	 9	 23	 6
1310	 15	 35	 6
1311	 30	 9	 44
1312	 43	 8	 25
1313	 48	 31	 38
1314	 16	 16	 47
1315	 8	 6	 50
1316	 35	 27	 12
1317	 23	 31	 27
1318	 14	 31	 10
1319	 46	 26	 42
1320	 49	 24	 28
1321	 46	 10	 12
1322	 47	 29	 7
1323	 33	 36	 1
1324	 3	 24	 42
1325	 41	 28	 16
1326	 48	 45	 4
1327	 35	 42	 39
1328	 17	 26	 9
1329	 19	 5	 39
1330	 37	 12	 48
1331	 30	 14	 24
1332	 46	 35	 10
1333	 40	 3	 17
1334	 43	 28	 25
1335	 13	 47	 7
1336	 10	 9	 4
1337	 33	 29	 38
1338	 44	 39	 25
1339	 25	 5	 7
1340	 27	 48	 37
1341	 13	 29	 42
1342	 24	 39	 9
1343	 41	 13	 9
1344	 26	 39	 45
1345	 26	 40	 9
1346	 38	 30	 21
1347	 22	 19	 28
1348	 6	 42	 32
1349	 15	 37	 5
1350	 10	 3	 34
1351	 31	 20	 19
1352	 4	 23	 31
1353	 42	 17	 13
1354	 49	 4	 17
1355	 12	 13	 11
1356	 50	 8	 26
1357	 21	 37	 23
1358	 1	 12	 40
1359	 35	 1	 21
1360	 17	 24	 39
1361	 8	 25	 13
1362	 17	 17	 36
1363	 26	 40	 25
1364	 26	 5	 21
1365	 10	 1	 14
1366	 18	 2	 5
1367	 17	 8	 13
1368	 36	 13	 33
1369	 7	 24	 5
1370	 36	 20	 37
1371	 15	 22	 33
1372	 44	 21	 13
1373	 41	 16	 32
1374	 6	 17	 2
1375	 17	 7	 1
1376	 31	 2	 22
1377	 10	 15	 30
1378	 3	 5	 16
1379	 44	 43	 11
1380	 29	 29	 4
1381	 19	 40	 40
1382	 50	 2	 40
1383	 21	 0	 4
1384	 41	 32	 8
1385	 32	 22	 30
1386	 34	 47	 39
1387	 34	 42	 26
1388	 26	 28	 38
1389	 14	 36	 24
1390	 2	 8	 43
1391	 27	 48	 19
1392	 47	 25	 33
1393	 12	 43	 14
1394	 27	 23	 45
1395	 46	 47	 17
1396	 35	 20	 44
1397	 32	 15	 37
1398	 19	 47	 44
1399	 41	 17	 32
1400	 15	 13	 6
1401	 35	 42	 8
1402	 19	 43	 34
1403	 44	 33	 41
1404	 14	 4	 8
1405	 31	 13	 10
1406	 2	 35	 13
1407	 22	 0	 12
1408	 34	 12	 47
1409	 49	 38	 7
1410	 43	 11	 34
1411	 22	 48	 5
1412	 13	 8	 19
